Id,Number,SubjectId,Title,CreditHours,Description
157ed947-73a3-4e05-b98f-89cc00e820c5,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Aut Algo Run Res,0,
18ba90ad-59dc-4365-90af-214c80a66dd9,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Web Page Design,3,
428c9f43-6dd5-4839-bef2-4c90cdc7b67c,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Intro to Professional Practice,1,
4a67c989-44fe-44ab-b35c-5bf4fe9d868d,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Forest Inventory Analysis,1,
3d7af442-8add-46e4-bf88-b66903f7cc14,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Software Security Research,3,
44cfe247-5040-4690-b8c2-3e431d579fdd,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Struct &  Interp Computer Prog,3,
4672a97b-d10b-4519-8d19-d778d8b796b0,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Crowdsourcing Dataset Bias,1,
70627787-f5e7-44d4-bbac-b97c691aa96c,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Topics In Computer Science,0,
3b7e72f6-9b2d-412e-a9af-e75c6dd5dd6f,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Engineering In Python,3,
d8feb05e-29af-4f00-9de6-98c487dbbdbe,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Intro To Web Page Design,3,
11d767b3-eaf2-4c98-9293-a636fc5344d5,19000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Digital Literacy,3,"This course is a comprehensive introduction to the digital world. It removes the mystery and dispels myths about smart phones, computers, and the Internet. It concentrates on how computing affects students' lives. This course contains no programming. There will be no Evening Exams., This course is a comprehensive introduction to the digital world. It removes the mystery and dispels myths about smart phones, computers, and the Internet. It concentrates on how computing affects students' lives. This course contains no programming. There will be no Evening Exams. CS students may take this course for elective credit only."
dbc374e3-94e3-458d-a6a0-b5b3b3a2e348,19100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Freshman Resources Seminar,1,"Students registering for this course must be in the CS BS program, and take the CS19100 section associated with their CS18000 (or 17700 or 18200/24000) lab and CS19300 PSO."
70e36f93-1547-4d97-a288-626a64e5f011,19300,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Tools,1,
ad3395c1-d35f-40aa-ae3a-dff10cbf9e5c,19700,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Freshman Honors Seminar,1,
76c22f09-6015-4d43-9c0f-cc079313b686,21100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming I,2,C or better in CS 25100 OR Instructor Permission.
b7fd9228-9116-45f0-a8d4-b4232f3e488f,23500,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Introduction To Organizational Computing,3,
5f5bca19-ae4b-469b-8a75-63755d99c369,24000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Programming In C,3,Supplemental Instruction (SI) study sessions are available for students in this course. Evening Exams Required.
5653a2d8-fcd8-4328-b127-88a1cdd7117b,24200,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Introduction To Data Science,3,
3d61ecae-eec2-4240-a636-ef08206e1648,24300,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Artificial Intelligence Basics,3,
7c87d734-e56b-4858-ae96-46e8f4459dfc,25000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Computer Architecture,4,
c8ec4929-6173-4b25-b0c8-6333f44c1ab2,25100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Structures And Algorithms,3,Evening Exams Required.
000dc2fb-9a26-418e-9c01-3bc5e4763421,25200,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Systems Programming,4,Evening Exams Required.
620a4291-c878-44d9-b10f-01bbb584d2aa,25300,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Structures And Algorithms For DS/AI,3,Evening Exams Required.
51076fdc-2997-444e-a097-48134bb4e4eb,28400,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Professional Practice III,0,
12e29dfc-9f38-4150-bb0e-20136b930ef0,28401,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Professional Practice Part-Time,0,
ed27ecb9-9865-4f40-84b3-74824ec2c301,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Bioinformatics Research,1,
e81ff277-fe70-4e8f-9d7f-69614c0444d4,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Computer Science Tch Asst Exp,2,
d29a6676-9c9c-4558-80e0-b3da566c34d8,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Eleven Week Practical Training,1,
94d6eb5a-2b5e-466e-9cb5-c2ef127c2ab7,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming I,2,
eeb5d8d9-adbc-40af-88a7-f1e785d3e96e,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Service Learn Outreach,1,
21079a0a-693b-4152-9b17-2d86b00ad81e,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Aut Algo Run Res,0,
9f1037c0-15e4-43d7-8b26-f4ebe7a99a0c,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,UG RSH Password Coping Mech,3,
20b3b39e-1f02-440c-9bbf-89feb2c30005,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Efficient Distributed Systems,3,This course has been identified for the Spring 2021 Online Catalog that will serve students who are pursuing the fully online option. The fully online option serves students who cannot or choose not to come to campus for Spring 2021.
14a8cc5f-0924-4b19-b8af-c7cce688ab20,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Topics In Computer Sciences,0,
fbd7622f-37d1-42b3-8be0-3a0f6bf92b8d,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,ShortTerm Professional Pract,1,
a4110020-c572-47e9-8aa7-fa2471c55b63,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Errors In Software Security,1,
ad069edb-9115-48af-87e4-b3af10aeabe4,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,C/C++/C#,3,
d5dbb4cf-5d16-4015-8689-6f217367be09,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Bio Image Processing,1,
bb5e6596-5603-420c-89c9-5aa8b830667e,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Al Basics,3,
e5b6a03e-fffc-4cc7-849f-24fcbd3c68dd,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Tracking Browsing Behavior,2,
7679b3da-b3ed-4431-a489-38431a9f1eef,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Protein Shape Analysis II,2,
5ab2ec05-3a34-4713-8ae7-1124b5b766f0,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Protein Sequence Analysis,2,
3559f2cd-61df-4f3f-9819-d8eee174419e,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,AI Basics,3,Evening Exams Required.
5ab19be7-34f1-41b4-96bd-df86aad77a35,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Article Analysis Using NLP,3,
c61eb13f-f813-49fa-8635-39316bc6e44f,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Automated Plagiarism Detection,0,
00c9087b-2185-4dc1-a50a-9e8ad96766aa,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Distributed Systems Research,2,
93d05110-900d-436a-b10c-aa5133419591,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Science & Society: ELSI,1,
9f920c16-ec79-409f-abc8-24baa2535fb0,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Comp Protein Data Analysis,2,
84cf68fb-b72e-45b1-b334-855430be6795,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Auto Runtime Algo Research,0,
98c644f9-4a87-43d3-aa90-067967135471,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Gene Function Prediction,2,
eb71d92a-0faf-46d8-bc20-9afb5f340845,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Service Learning Outreach,1,
a378e6a2-f602-4a10-97b4-95fa443aefd2,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Mining Functnal Genomics,3,
1347f0ca-e910-4996-bde7-6321f5091bdc,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Systems Programming,4,
5a167ad1-d441-4ff4-971d-7e380378fe64,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Contempry Issues/Digital World,3,
76f738f5-0aa9-410c-affd-5841538cc703,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Compbio Protien Analysis,0,
6cfce924-0b10-431e-81bf-f58445af717d,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Wireless Intrnet Protocol Proj,2,
391bb4c5-dd95-41bd-8f07-217d754031a9,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Topics In CS,0,
0e603030-ac92-489e-b755-d0741f522f1e,29000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Biological Database Management,1,
6017d900-5e63-48e1-a87e-9932bd6bdac0,29100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Sophomore Development Seminar,1,
35f81218-c061-460a-a942-63ed71c0c6f0,29199,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Cooperative Experience I,0,
788f3e9f-e4bc-4e52-a990-2ffb0ea4c277,29299,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Cooperative Experience II,0,
183cc992-8f00-4cdb-bee1-d10b2874d22e,30700,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Software Engineering I,3,
8f367862-9a2d-4dc1-85f5-4bb2bb4388b6,31100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming II,2,
8c115f71-5c35-4a8f-ab0a-df74905b20c4,31400,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Numerical Methods,3,
3e78c8c2-d291-4443-9bc8-3520365cf177,33400,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Fundamentals Of Computer Graphics,3,
6085700c-287f-4700-a055-b9a8ec26d76c,34800,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Information Systems,3,
4a51ed4d-9b4a-44ed-9c95-a855e79044d2,35100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Cloud Computing,3,
114931bf-ef80-4664-b103-acd82145c344,35200,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Compilers: Principles And Practice,3,
c3473564-3788-4de2-a6a2-d66bb920429a,35300,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Principles Of Concurrency And Parallelism,3,
f0a4b39b-7fa7-46b3-aa5f-7a9fb5da1ee5,35400,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Operating Systems,3,
fc6b79af-779b-4806-ada1-e22e9f582c3e,35500,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Introduction To Cryptography,3,
aac6f0d7-ffdc-4a88-beed-09d61e5dfc2a,36100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Great Issues In Computer Science,3,
d0a6c00c-3b2c-4db6-9c87-2b284d8af2a2,37300,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Data Mining And Machine Learning,3,
8c17dea4-ec3b-4955-b4e2-b5e0bf897bd3,38003,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Python Programming,1,
d834f136-4366-4d65-b34d-3fefdc51a684,38100,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Introduction To The Analysis Of Algorithms,3,
e629249b-6856-489f-ae0c-65d929e36211,38600,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Professional Practice IV,0,
b41e6224-db39-4c48-a2c3-27db83dcf7bd,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Robotic Operating Systems I,0,
b775f704-ba10-4437-b2d7-e8d34812a54b,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Virtual Reality Applications,3,"Requires a “C” or better in CS 25100, or instructor permission."
ac6a3a09-b0fe-4c4a-b441-dbea95812f5d,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,NLP In Bioinformatics,1,
9b70bd5b-76e8-4a1b-86d2-e99e7801b342,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Learning Community Assistant,1,
4c2e5b9b-ba26-48d1-8681-1addbc2f32a0,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Prncpls Concurrncy&Parallelism,3,
cb1d3503-de0d-4f00-af60-20e48e4db2ca,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Rsrch Mthds For Verifiable ML,3,
9d6268db-fa90-48fd-8d76-a2c9e3fd5c14,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Porting Systems Software,3,
25aa7edc-e521-43cc-ab99-400d09be78da,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Intro To Human Cmptr Intrctn,3,
12b97d6e-4de2-48d8-842e-a7ae6102268e,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,ML Independent Study,3,
4e862216-bf1b-4ec0-9d97-2aca77c83b39,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Advanced Neural Projects,0,
493866b1-1ec9-42f3-8ed9-0ede3cdfe6e1,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Global Scale CallerID Spoofing,3,
2b41080a-d625-4e63-9586-289e4162ef85,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming,1,"Requires a “B” or better in CS18000, or instructor permission."
02b95680-484e-49f9-b070-3041f24001f2,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Big Spatial Data Systems,3,
de5185ff-6c29-4fc6-9c03-4ca199708a1f,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Robotics Operating System I,0,
2e553e3b-6ba7-482f-8a2d-7f9d880db805,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Robotic Operating Systems II,0,
fcef7495-e8e9-4cc8-a546-acbe4903cc17,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Twitter Data Analysis,3,
f5a14896-f5ea-41e3-9ec9-6849a5b8541c,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Studies In Distributed System,3,
312400bd-0f65-45fa-a5d8-f5b851f7423b,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Auto Runtime Algo Research,0,
a446210f-780e-4979-b7e7-37e57656678d,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Comp Genome Anacrsis,2,
94b03d24-bcc2-4430-a2a4-66693c0bb3d6,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Comp Methods For Bio Networks,2,
6c9cb769-b2a8-48e9-97e8-a532bd6512c8,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Software Project Management,3,
1111965c-2f62-4c91-b0d7-363421ab4718,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Building ARM64 Learning System,0,
a5b44471-8b63-4e91-8edb-debe94f70344,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Research In Cybersecurity,3,
7f15a3f8-8348-436b-ac08-837a1dc749f5,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Adv Memory Management,3,
df923ef9-bc49-427b-9ba4-3e052ded8f15,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Security Of CPS,3,
05456578-aa43-4383-a170-3d184dbe0234,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Automatic Algo Runtime Res,0,
7d198a45-29cf-4078-b7d0-3fb2fc1033cd,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Web Interface For Scheduling,3,
ea1f8b4e-8dc8-4778-bb90-e5a33096b4f9,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,AI Security,1,
3e52967d-baba-4b3e-9e58-4877f9712fa0,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,IOT Project,2,
3a130f12-b506-43f3-aa30-a0582665d071,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,DB Concurrency Control Algs,3,
1f5045bf-fced-479a-a263-6e2a221e0fb5,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Evaluating Serverless Compting,3,
329399dd-f876-4af1-a634-8555152efa87,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Virtual Reality Technologies,1,“Requires a “C” or better in CS 25100.”
e257a6cb-0dd1-4e6f-a575-fc1b43e4492f,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,AI In Programming Courses,0,
550b59f2-8495-4e1d-9de5-d8db22b64339,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Service Learn Outreach,1,This course has been identified for the Spring 2021 Online Catalog that will serve students who are pursuing the fully online option. The fully online option serves students who cannot or choose not to come to campus for Spring 2021.
60ec954f-e979-4a97-a367-fe2315642988,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Service Learning Outreach,1,"The course has two sections, each focused on unique problems in K-12 education. The “Reach Out for Computer Science” (ROCS) section prepares students to lead instructional sessions for students throughout the K-12 system, and provides a wide variety of interactive sessions for students to participate in throughout the semester. The “Mentors for Aspiring Girls in Computing” (MAGIC) section prepares students to mentor young women interested in technology and computing career pathways through after-school coding clubs. While MAGIC involves a near-peer role modeling system aimed at young women, students of any gender identification are encouraged to participate."
6d509217-d8e1-422c-ac55-160b55345e71,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Research Project,4,
fb71b98a-5c74-451e-8e21-07d9d64de3c0,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Scalable MPC And Applications,0,
f52f1bf1-5d7f-4a4a-8dcd-0edbbfe288c0,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,IOT Networking Project,1,
ee273f8c-d5cc-4a8c-b0d0-4c85d28db599,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Advanced Memory Allocation III,3,
b2e6afeb-e1b0-4ec3-8db8-d104697d6ccc,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Res Rendering Techniques,3,This course has been identified for the Spring 2021 Online Catalog that will serve students who are pursuing the fully online option. The fully online option serves students who cannot or choose not to come to campus for Spring 2021
450b8222-1db8-45d0-9015-a78b6cc83fb3,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Embedded System Applications I,0,
5cc89cc9-6e1a-4e7d-a9ab-7aee3a051fc6,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,AI In CS Education Project,0,
ed58e419-e2f6-44f1-abcc-99b25e341558,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming III,1,Requires completion of CS 39000CP or instructor permission.
acc32581-a5ea-4c49-ae4b-75da27433be7,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Just In Time Compilation,3,
a0fc5453-9f18-4a92-b29c-f24dd8f719a8,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Advanced Memory Management II,3,
9b6983f2-ef8c-4650-a253-9843183b05f7,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming IV,1,For students who have completed CS 39000 Competitive Programming II
ea2b4daa-8aaf-4dad-ab7a-491783e7f13b,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Intro To Comp Kinematics,1,
43c0eac1-2c24-4d92-be53-9f6c468a89f7,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Generative AI In Education,0,
f82bab3f-3b10-44a1-a521-eb7a1063c6ac,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,CS Assignment Development,0,
90b29e32-2332-4424-9aa1-188552063b1a,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Competitive Programming I,1,
6967573e-42b6-458e-9549-304c89578686,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Computer Networks Res,3,
642e449a-5347-4545-91c8-dc9cad335339,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,VR In AI,0,
5b20c04b-173c-4ddc-8a11-ab51e8065780,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Scrum Software Dev Research,5,
055842fb-388c-46c6-bded-d73267944e16,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Measuring Azure Performance,3,
84c42a53-c4d0-4b89-a986-f77bcd99645a,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Research Topics In XR,0,
253b99e1-d7ff-4884-b90f-4423371a4ded,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,ML Based Learned Data Indexing,3,
0f6d22ce-338f-4e7e-9d0d-55a42b810df7,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Aut Plag Detection,0,
f5d53473-3d85-4090-bd82-865330a06576,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Multi Core Operating Systems,3,
068e4119-95f0-4580-b61f-9b4261473e3f,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Internet Of Things Research,3,
122b8bbf-674f-4557-b7e3-886a99fe5c6f,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Big Data Systems,3,
d790729e-79f5-4886-b734-f5abd3c52c45,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Topics In Computer Sciences,0,
4dd223a0-7774-42ee-8c03-0adc9e60587c,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Mobile Systems Management,3,
316bcb99-a716-4043-9886-80f93987dc98,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Test Cases For Stat Models,3,
3e148d1d-1037-4cd8-aa62-ff555050c046,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Benchmarking Serverless FAAS,3,
c0568160-5b8a-4cbf-8df7-4708ffb3f443,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Topology-Hiding Computation,0,
d17becad-409f-4e44-8358-2e3d7a9dfac5,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Compiler Optimization ISP,2,This course has been identified for the Spring 2021 Online Catalog that will serve students who are pursuing the fully online option. The fully online option serves students who cannot or choose not to come to campus for Spring 2021
a53f4ba0-ec70-4c8d-84fa-ec435df47ebd,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Advanced Memory Allocation II,0,
a0fe67cf-e35e-4b4e-9566-12d428069ac2,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Great Issues In Computer Sci,3,
853fc34a-7914-4e0d-a7ea-3e52514cf575,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Bike Sharing Data Collection,2,
18af793e-30bc-470f-b9e7-4f0641591e76,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,Robotics Operating Systems II,3,
9c5be263-7ab4-411b-a2a0-6e16bd9ee984,39000,86ad8a59-6ddc-4067-9f6b-169c8eec86a6,UG Research ML At IDEAS Lab,0,
